adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",http://www.sonyclassics.com/memoryofakiller/,24860,tt0374345,nl,De Zaak Alzheimer,"Vincke and Verstuyft are one of the best detective teams of the Antwerp police force. When they are confronted with the disappearance of a top official and the murder of two prostitutes, the trail leads to the almost retired assassin Angelo Ledda. Since Ledda starts showing symptoms of Alzheimer's, it's getting more and more difficult to complete his contracts. When he has to murder a 12-year old call-girl, he refuses and becomes a target himself. While Vincke and Verstuyft are chasing him and counting the corpses, Ledda is taking care of his employers.",4.368257,/2COdg7as2jbEm5WiSlmXcaqoPfz.jpg,"[{'name': 'MMG Film & TV Production', 'id': 2075}, {'name': 'PVPictures', 'id': 55367}, {'name': 'TROS Bridge Rights', 'id': 93955}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2003-10-15,0.0,123.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,The Memory Of A Killer,False,6.4,31.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,23720,tt1334537,en,Humpday,"Imagine your life is somewhat complete with a house, job, and wife but then your best friend from college comes knocking at your door at 2 AM. During a pot-induced hedonistic party, a plan is hatched between the two friends to create an Art Film of “two really straight men having sex.” If they only knew how much this would affect all of their lives.",4.368154,/pfL2HLvQdpom1OcabVlS35YPpPE.jpg,"[{'name': 'Magnolia Pictures', 'id': 1030}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-16,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Some loves are meant to be. This one, not so much.",Humpday,False,5.6,27.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,18197,tt0096018,en,Running on Empty,"The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind.",4.368078,/fZvB3qcj3r3uxqGgrPfTy8p8EKL.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-09-07,2835116.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Running on Empty,False,7.4,59.0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.groupies-derfilm.de/,60809,tt1620466,de,Groupies bleiben nicht zum Frühstück,A love connection clicks for Lila when she moves back to Berlin and meets Christopher -- never realizing that she's fallen for a rock star who's signed a contract to remain single for life.,4.366954,/fouax57Q3kXIcZpqq0QqKQT222h.jpg,"[{'name': 'SamFilm Produktion', 'id': 9336}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2010-09-15,0.0,103.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Single By Contract,False,6.9,52.0
False,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,63639,tt0093562,en,A Month in the Country,"Set in the early 1920s, the film follows Tom Birkin, who has been employed to carry out restoration work on a Medieval mural discovered in a church in the small rural community of Oxgodby, Yorkshire. The escape to the idyllic countryside is cathartic for Birkin, haunted by his experiences in World War I. Birkin soon fits into the slow-paced life of the remote village, and over the course of the summer uncovering the painting begins to lose his trauma-induced stammer and tics.",4.366662,/uXcn7IlHnhQq6n0OQo7TEW1T0u6.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Euston Films', 'id': 8363}, {'name': 'PFH Entertainment', 'id': 8380}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1987-01-01,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Month in the Country,False,5.9,10.0
False,"{'id': 45154, 'name': 'Darkman Collection', 'poster_path': '/mHrcic92RHbKHDi5Lxdhu5job6X.jpg', 'backdrop_path': '/oVqe4GNZkbWPppmvIyxFmyZNPhx.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,18998,tt0109552,en,Darkman II: The Return of Durant,"Darkman and Durant return and they hate each other as much as ever. This time, Durant has plans to take over the city's drug trade using high-tech weaponry. Darkman must step in and try to stop Durant once and for all.",4.366222,/m1L7j3KFdBehzrdckHiCk6YOBnW.jpg,"[{'name': 'Renaissance Pictures', 'id': 467}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-11,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Darkman II: The Return of Durant,False,4.5,44.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.kamikazegirls.net/,26275,tt0416220,ja,Shimotsuma Monogatari,"Momoko is an ordinary girl, living an ordinary life. Ordinary, that is, if you define ordinary as wearing elaborate lolita dresses from the Rococo period in 18th Century France. However, when punk girl and self-styled 'Yanki' Ichiko comes calling, her days as 'ordinary' are most certainly numbered...",4.365377,/uOnC3OKQNelT70yly4G61JAPEQs.jpg,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Tokyo Broadcasting System (TBS)', 'id': 1393}, {'name': 'Amuse Pictures', 'id': 4475}, {'name': 'Tokyo FM Broadcasting Co.', 'id': 6516}, {'name': 'Shogakukan', 'id': 9149}, {'name': 'Hakuhodo DY Media Partners', 'id': 11846}, {'name': 'Hori Production', 'id': 12148}, {'name': 'Ogura Jimusyo Co.', 'id': 12149}, {'name': 'Parco Co. Ltd.', 'id': 12150}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2004-05-29,0.0,102.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The extraordinary adventures of a Lolita-look aficionado and a tough biker gang chick.,Kamikaze Girls,False,7.1,52.0
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,17236,tt0364745,en,Whirlygirl,After a run in with a hot exotic dancer one wintry night straight-laced prep school student James will find himself on the ride of his life. Risking his future he follows this mysterious woman to New York City - ditching school dodging cops and partying at hot nightclubs along the way.,4.364247,/vfgYyizaEKa37XvmLTaZhY7GgEV.jpg,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'All the Way Round', 'id': 3274}, {'name': 'Beacon Classics', 'id': 54517}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-05-02,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Whirlygirl,False,5.5,10.0
False,"{'id': 294834, 'name': 'Vixens Collection', 'poster_path': '/yWIVyrHMJkRl9zhxexZSUXyXtIN.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,5725,tt0073768,en,Supervixens,"Clint Ramsey has to leave his job working at Martin Bormann's gas station and flee after his wife is murdered by psycho cop Harry Sledge, who tries to pin the murder on Clint. Crossing America, Clint gets sexually harassed on all sides by various voluptuous nymphomaniacs, and it all ends in a literally explosive climax.",4.363355,/fH5zYazrFrFvKhPuDlczTJEfYox.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-04-02,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Too much ... for one movie!,Supervixens,False,6.4,35.0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,28043,tt0057603,it,I tre volti della paura,"Black Sabbath is a 1963 Italian horror film directed by Mario Bava. Boris Karloff, in addition to appearing in the linking passages, has a role in ""The Wurdalak"" segment (based on a story by Aleksey Konstantinovich Tolstoy). The film comprises three horror stories, the others being ""The Drop of Water"" and ""The Telephone.""",4.363259,/ftqFFa48PSqupA0JKRAzf5WaR9H.jpg,"[{'name': 'Societé Cinématographique Lyre', 'id': 8948}, {'name': 'Galatea Film', 'id': 12240}, {'name': 'Emmepi Cinematografica', 'id': 12711}, {'name': 'Alta Vista Film Production', 'id': 13862}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-08-22,0.0,92.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,This is the night of the nightmare,Black Sabbath,False,6.9,72.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,14142,tt1015976,en,Columbus Day,A thief tries to fix the damage done during the biggest heist of his career.,4.363217,/m7R11UaEPy3Nzz49jnRHqqraqob.jpg,"[{'name': 'Bert Marcus Productions', 'id': 3924}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-29,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Columbus Day,False,5.4,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,72432,tt1582248,en,Puncture,A David and Goliath law drama about a drug-addicted lawyer who takes on a health supply corporation while battling his own personal demons.,4.363087,/l97mC5sjjz1B8OL6khwbQzOb4a3.jpg,"[{'name': 'Cherry Sky Films', 'id': 36550}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-23,68945.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Madman. Genius. Playboy. Friend. Fool. Lawyer.,Puncture,False,6.5,119.0
False,"{'id': 10517, 'name': 'Le Gendarme de St. Tropez Collection', 'poster_path': '/3B0YlcfBxJUFK37YTFCm2QPDAFX.jpg', 'backdrop_path': '/oSX3Aw5sRxPju4yMR14Hqaz86uR.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,4728,tt0060450,fr,Le Gendarme à New York,"The second installment of Gendarmes series, tells the story of Sergeant Cruchot (Louis De Funes), who, together with his faithful comrades, has been sent to the International Congress of Gendarmerie in N.Y.",4.363057,/qpEHQqBRcWGz72AoTSf9Ut2EI4Y.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1965-10-28,0.0,95.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Gendarme in New York,False,6.1,71.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,80346,tt0142634,en,Nobody Knows Anything!,"An aspiring filmmaker learns that success in Hollywood doesn't come as easy as she suspected as she attempts to discover the formula to success. When the guidance of her helpful has-been uncle fails to pave the way, Sarah Wilder must seek the advice of such Hollywood heavies as Mike Meyers, Ben Stiller, and Fred Willard -- only to discover that the old adage is true and Nobody Knows Anything about how to succeed in the cutthroat world of Los Angeles.",4.362874,/e9S1WHxOoOxOoRiCF2rlheMNql1.jpg,"[{'name': 'Echelon Studios', 'id': 9154}, {'name': 'west wind entertainment', 'id': 24946}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-01,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Nobody Knows Anything!,False,2.6,7.0
False,,5000000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,19728,tt0060177,en,The Blue Max,"A young pilot in the German air force of 1918, disliked as lower-class and unchivalrous, tries ambitiously to earn the medal offered for 20 kills.",4.361613,/p9FVlRLaB9uoZm6UoFe7Z4p84b4.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1966-06-21,0.0,156.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,There was no quiet on the Western Front!,The Blue Max,False,6.6,29.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,10703,tt0429078,zh,七劍,Seven warriors come together to protect a village from a diabolical General.,4.360738,/fbMVirC0QIlzxMJabtH8OqWFCtd.jpg,"[{'name': 'Boram Entertainment Inc.', 'id': 2965}, {'name': 'Film Workshop', 'id': 3618}, {'name': 'Mandarin Films Distribution Co.', 'id': 4054}, {'name': 'Beijing Ciwen Digital Oriental Film & TV Production Co.', 'id': 4617}, {'name': 'City Glory Pictures Ltd.', 'id': 5637}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}]",2005-07-25,0.0,153.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Seven Swords,False,6.0,46.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,44918,tt1640571,en,Titanic II,"On the 100th anniversary of the original voyage, a modern luxury liner christened ""Titanic 2,"" follows the path of its namesake. But when a tsunami hurls an ice berg into the new ship's path, the passengers and crew must fight to avoid a similar fate.",4.359886,/tUSMxX60DGkTIoiDnUNNrJLtP3t.jpg,"[{'name': 'The Global Asylum', 'id': 1371}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-07,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"100 years later, lightning strikes twice",Titanic 2,False,3.4,55.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,1049,tt0108185,en,Sommersby,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...",4.359884,/tTknufUur6nxMHEAR3iZ71kJXHt.jpg,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-02-05,140081992.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She knew his face. His touch. His voice. She knew everything about him... But the truth.,Sommersby,False,6.0,82.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,1050,tt0215369,zh,Xizao,"An aged father and his younger, mentally challenged son have been working hard every day to keep the bathhouse running for a motley group of regular customers. When his elder son, who left years ago to seek his fortune in the southern city of Shenzhen, abruptly returns one day, it once again puts under stress the long-broken father-son ties. Presented as a light-hearted comedy, Shower explores the value of family, friendship, and tradition.",4.359334,/9a9csHTZRIMMnqx2z0H2kNvf6wa.jpg,"[{'name': 'Imar Film Co., Ltd.', 'id': 645}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",1999-09-13,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Shower,False,6.8,20.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,61418,tt0105789,en,The Waterdance,"An oft overlooked film about struggling to deal with paralysis. Author Joel Garcia breaks his neck while hiking, and finds himself in a rehab center with Raymond, an exaggerating ladies man, and Bloss, a racist biker. Considerable tension builds as each character tries to deal with his new found handicap and the problems that go with it, especially Joel, whose lover Anna is having as difficult a time as he is",4.358659,/tH7ZOu3PVfOYZtL14gy6ODyirBt.jpg,"[{'name': 'No Frills Film Production', 'id': 3851}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-05-13,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sometimes, life happens by accident.",The Waterdance,False,6.8,6.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,44026,tt0048393,en,Mr. Arkadin,"Orson Welles’s ""Mr. Arkadin"" tells the story of an elusive billionaire who hires an American smuggler to investigate his past.  Welles missed the editing deadline, so the producer handed over the editing to others. Following two Spanish-dubbed versions, released in Madrid in March 1955, the first English-language version was released in London in August 1955 as ""Confidential Report"" but was never released in the US. The fourth version, called ""the Corinth version"", was discovered in 1961 and was released in the US in 1962. Finally, in 2006, ""the Criterion edit"" was released; likely to remain the one closest to Welles' intentions.",4.358523,/gSZNcG6xSa2IivuRDWSrE3IrwnA.jpg,"[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Mercury Productions', 'id': 11447}, {'name': 'Sevilla Films', 'id': 53220}, {'name': 'Filmorsa', 'id': 53221}, {'name': 'Cervantes Films', 'id': 53222}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",1955-03-01,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Discovering the past can be murder...,Mr. Arkadin,False,6.8,28.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,17435,tt0085482,es,El Norte,"Brother and sister Enrique and Rosa flee persecution at home in Guatemala and journey north, through Mexico and on to the United States, with the dream of starting a new life.",4.358487,/lsAr6Eu2r4RnQ4M4CFLjYHVUzjZ.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Independent Productions', 'id': 626}, {'name': 'American Playhouse', 'id': 3906}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-10-11,0.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,El Norte,False,6.6,14.0
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,74944,tt1861375,en,La Guerre Des Boutons,1960. The thrilling battles waged by a band of kids from two rival villages in the southern French countryside.,4.357984,/cViFpB9SIoVTcEpCKPvoRzwdf6r.jpg,"[{'name': 'TF1 Droits Audiovisuels', 'id': 8350}, {'name': 'Les Films du Gorak', 'id': 8351}, {'name': 'Coficup', 'id': 8352}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2011-09-12,0.0,109.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,War of the Buttons,False,5.9,97.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,27281,tt0114048,en,Operation Dumbo Drop,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",4.357971,/rHOyYYMSxMUcKFvX1qgV0wcpjf8.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-28,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,A Top-Secret Mission Of Gigantic Proportions!,Operation Dumbo Drop,False,4.7,37.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,64131,tt0091497,fr,Mauvais Sang,"A sexually transmitted disease called STBO is sweeping the country; it's spread by having sex without emotional involvement, and most of its victims are teenagers who make love out of curiosity rather than commitment. While a serum that can treat the disease has been formulated, it's been locked away in an inaccessible government building. A woman hires a man to steal the serum.",4.355678,/iYjybqVNhlC9sqnXqzlb2Yqlhlp.jpg,"[{'name': 'Soprofilms', 'id': 472}, {'name': 'Unité Trois', 'id': 10647}, {'name': 'Limbo Film AG', 'id': 12997}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Les Films Plain Chant', 'id': 26193}, {'name': 'FR3 Films Production', 'id': 26194}, {'name': 'Georges Reinhart Productions', 'id': 40578}, {'name': 'Sofima', 'id': 61366}, {'name': 'Sogedis', 'id': 70582}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1986-11-26,0.0,119.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,…love that burns fast but lasts forever…,Mauvais Sang,False,6.9,32.0
False,"{'id': 286023, 'name': 'Sharknado Collection', 'poster_path': '/l525ueVZgelZoCSMgPZKKOEJMEC.jpg', 'backdrop_path': '/iJ7pFCD0xNUHkbSoTY60CDGfRjQ.jpg'}",0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.theasylum.cc/product.php?id=272,331446,tt3899796,en,Sharknado 3: Oh Hell No!,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",4.354938,/hEpMnXqC7bIklSrUN1qPGyKxRBJ.jpg,"[{'name': 'The Asylum', 'id': 1311}, {'name': 'Syfy', 'id': 6677}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-22,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sharknado 3: Oh Hell No!,False,4.4,137.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,11700,tt0048641,sv,Sommarnattens leende,"Sommarnattens leende (Smiles of a Summer Night) is a 1955 Swedish comedy film directed by Ingmar Bergman. The film's plot – which involves switching partners on a summer's night – has been adapted many times, most notably the theatrical musical A Little Night Music by Stephen Sondheim, Hugh Wheeler and Harold Prince, which opened on Broadway in 1973, and in Woody Allen's film A Midsummer Night's Sex Comedy (1982).",4.354106,/apiOXPLDw6BKuIpdNlArf6YPwRI.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1955-12-26,0.0,108.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,A Sexy Frolic About the Sport of Love,Smiles of a Summer Night,False,7.6,58.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,191820,tt2401715,en,The Devil's Violinist,"The life story of Italian violinist and composer, Niccolò Paganini, who rose to fame as a virtuoso in the early 19th Century.",4.352904,/6JmXz1HPvjfNThPqiAWBgMIhKHX.jpg,"[{'name': 'Dor Film Produktionsgesellschaft GmbH', 'id': 608}, {'name': 'Österreichischer Rundfunk (ORF)', 'id': 3391}, {'name': 'ARTE', 'id': 5766}, {'name': 'Bayerischer Rundfunk (BR)', 'id': 7333}, {'name': 'Film House Germany', 'id': 19639}, {'name': 'Bahr Productions Inc.', 'id': 33199}, {'name': 'Construction Film', 'id': 44225}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2013-01-30,11294.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Devil's Violinist,False,5.8,37.0
False,,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,17317,tt0910934,en,Urban Justice,"Seagal plays a man with a dark and violent past, who seeks revenge for the murder of his son.",4.352072,/owBmON7qbru3VvV6AaorgtXhMmF.jpg,"[{'name': 'Sony Pictures Home Entertainment', 'id': 5388}, {'name': 'Hood to Hood Productions', 'id': 81199}, {'name': 'XIT Financial Group', 'id': 81200}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-01-01,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Urban Justice,False,5.4,34.0
False,"{'id': 8650, 'name': 'Transformers Collection', 'poster_path': '/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg', 'backdrop_path': '/zvZBNNDWd5LcsIBpDhJyCB2MDT7.jpg'}",150000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.transformersmovie.com/,8373,tt1055369,en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",4.351756,/kVISXAXDYhjQCfu50QZeCCzzbPv.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-19,836297228.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Revenge is coming.,Transformers: Revenge of the Fallen,False,6.0,3192.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,17889,tt0037514,en,Anchors Aweigh,"Two sailors, Joe (Kelly) and Clarence (Sinatra) have four days shore leave in spend their shore leave trying to get a girl for Clarence. Clarence has his eye on a girl with musical aspirations, and before Joe can stop him, promises to get her an audition with José Iturbi. But the trouble really starts when Joe realizes he's falling for his buddy's girl.",4.35038,/ps9TtJqKMLoxCgGy1zywztFWWMl.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1945-07-14,0.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"ON WAVES OF SONG, LAUGHTER AND ROMANCE ! TWO LOVE-LOST SAILORS ON A FOUR-DAY LEAVE OF FUN AND FRIVOLITY !",Anchors Aweigh,False,6.3,44.0
False,,25000000,"[{'id': 18, 'name': 'Drama'}]",,9787,tt0355702,en,Lords of Dogtown,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",4.350049,/k1WjRObfqZV7EfmhsnUmhx88EAa.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-03,13411957.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"They never thought they'd be famous, but they always thought they'd be friends.",Lords of Dogtown,False,7.0,215.0
